1415339627,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339627,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339627,s0-eth1,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339627,s0-eth2,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339627,total,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339628,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339628,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339628,s0-eth1,1254070.00,28182.00,1282252.00,28182,1254070,831.00,427.00,1258.00,427,831,0.00,0.00,0,0
1415339628,s0-eth2,28182.00,1249528.00,1277710.00,1249528,28182,427.00,828.00,1255.00,828,427,0.00,0.00,0,0
1415339628,total,1282252.00,1277710.00,2559962.00,1277710,1282252,1258.00,1255.00,2513.00,1255,1258,0.00,0.00,0,0
1415339629,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339629,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339629,s0-eth1,1249106.88,27890.11,1276997.00,27918,1250356,829.17,422.58,1251.75,423,830,0.00,0.00,0,0
1415339629,s0-eth2,27956.04,1250619.38,1278575.50,1251870,27984,423.58,830.17,1253.75,831,424,0.00,0.00,0,0
1415339629,total,1277063.00,1278509.50,2555572.50,1279788,1278340,1252.75,1252.75,2505.49,1254,1254,0.00,0.00,0,0
1415339630,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339630,lo,268.00,268.00,536.00,268,268,3.00,3.00,6.00,3,3,0.00,0.00,0,0
1415339630,s0-eth1,1251940.00,27654.00,1279594.00,27654,1251940,832.00,419.00,1251.00,419,832,0.00,0.00,0,0
1415339630,s0-eth2,27654.00,1250426.00,1278080.00,1250426,27654,419.00,831.00,1250.00,831,419,0.00,0.00,0,0
1415339630,total,1279862.00,1278348.00,2558210.00,1278348,1279862,1254.00,1253.00,2507.00,1253,1254,0.00,0.00,0,0
1415339631,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339631,lo,554.89,554.89,1109.78,556,556,5.99,5.99,11.98,6,6,0.00,0.00,0,0
1415339631,s0-eth1,1249461.12,28129.74,1277590.88,28186,1251960,830.34,426.15,1256.49,427,832,0.00,0.00,0,0
1415339631,s0-eth2,28063.87,1250972.12,1279036.00,1253474,28120,425.15,831.34,1256.49,833,426,0.00,0.00,0,0
1415339631,total,1278079.88,1279656.75,2557736.50,1282216,1280636,1261.48,1263.47,2524.95,1266,1264,0.00,0.00,0,0
1415339632,eth0,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339632,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339632,s0-eth1,1250356.00,27654.00,1278010.00,27654,1250356,830.00,419.00,1249.00,419,830,0.00,0.00,0,0
1415339632,s0-eth2,27654.00,1250356.00,1278010.00,1250356,27654,419.00,830.00,1249.00,830,419,0.00,0.00,0,0
1415339632,total,1278010.00,1278010.00,2556020.00,1278010,1278010,1249.00,1249.00,2498.00,1249,1249,0.00,0.00,0,0
1415339633,eth0,0.00,309.69,309.69,310,0,0.00,2.00,2.00,2,0,0.00,0.00,0,0
1415339633,lo,0.00,0.00,0.00,0,0,0.00,0.00,0.00,0,0,0.00,0.00,0,0
1415339633,s0-eth1,1250487.50,27494.51,1277982.00,27522,1251738,828.17,416.58,1244.76,417,829,0.00,0.00,0,0
1415339633,s0-eth2,27494.51,1250487.50,1277982.00,1251738,27522,416.58,828.17,1244.76,829,417,0.00,0.00,0,0
1415339633,total,1277982.00,1278291.75,2556273.75,1279570,1279260,1244.76,1246.75,2491.51,1248,1246,0.00,0.00,0,0
1415339634,eth0,0.00,86.00,86.00,86,0,0.00,1.00,1.00,1,0,0.00,0.00,0,0
1415339634,lo,268.00,268.00,536.00,268,268,3.00,3.00,6.00,3,3,0.00,0.00,0,0
