16304
20141106215430,10.0.0.2,41468,10.0.0.3,5001,3,0.0-1.0,786432,6291456
20141106215431,10.0.0.2,41468,10.0.0.3,5001,3,1.0-2.0,655360,5242880
20141106215432,10.0.0.2,41468,10.0.0.3,5001,3,2.0-3.0,655360,5242880
20141106215433,10.0.0.2,41468,10.0.0.3,5001,3,3.0-4.0,655360,5242880
20141106215434,10.0.0.2,41468,10.0.0.3,5001,3,4.0-5.0,655360,5242880
20141106215435,10.0.0.2,41468,10.0.0.3,5001,3,5.0-6.0,524288,4194304
20141106215436,10.0.0.2,41468,10.0.0.3,5001,3,6.0-7.0,655360,5242880
20141106215437,10.0.0.2,41468,10.0.0.3,5001,3,7.0-8.0,655360,5242880
20141106215438,10.0.0.2,41468,10.0.0.3,5001,3,8.0-9.0,524288,4194304
20141106215439,10.0.0.2,41468,10.0.0.3,5001,3,9.0-10.0,786432,6291456
20141106215440,10.0.0.2,41468,10.0.0.3,5001,3,10.0-11.0,655360,5242880
20141106215441,10.0.0.2,41468,10.0.0.3,5001,3,11.0-12.0,786432,6291456
20141106215442,10.0.0.2,41468,10.0.0.3,5001,3,12.0-13.0,655360,5242880
20141106215443,10.0.0.2,41468,10.0.0.3,5001,3,13.0-14.0,786432,6291456
20141106215444,10.0.0.2,41468,10.0.0.3,5001,3,14.0-15.0,655360,5242880
20141106215445,10.0.0.2,41468,10.0.0.3,5001,3,15.0-16.0,655360,5242880
20141106215446,10.0.0.2,41468,10.0.0.3,5001,3,16.0-17.0,524288,4194304
20141106215447,10.0.0.2,41468,10.0.0.3,5001,3,17.0-18.0,655360,5242880
20141106215448,10.0.0.2,41468,10.0.0.3,5001,3,18.0-19.0,655360,5242880
20141106215449,10.0.0.2,41468,10.0.0.3,5001,3,19.0-20.0,524288,4194304
20141106215450,10.0.0.2,41468,10.0.0.3,5001,3,20.0-21.0,655360,5242880
20141106215451,10.0.0.2,41468,10.0.0.3,5001,3,21.0-22.0,655360,5242880
20141106215452,10.0.0.2,41468,10.0.0.3,5001,3,22.0-23.0,655360,5242880
20141106215453,10.0.0.2,41468,10.0.0.3,5001,3,23.0-24.0,524288,4194304
20141106215454,10.0.0.2,41468,10.0.0.3,5001,3,24.0-25.0,655360,5242880
20141106215455,10.0.0.2,41468,10.0.0.3,5001,3,25.0-26.0,655360,5242880
20141106215456,10.0.0.2,41468,10.0.0.3,5001,3,26.0-27.0,524288,4194304
20141106215457,10.0.0.2,41468,10.0.0.3,5001,3,27.0-28.0,655360,5242880
20141106215458,10.0.0.2,41468,10.0.0.3,5001,3,28.0-29.0,655360,5242880
20141106215459,10.0.0.2,41468,10.0.0.3,5001,3,29.0-30.0,655360,5242880
20141106215459,10.0.0.2,41468,10.0.0.3,5001,3,0.0-30.5,19529728,5125876
