18415
20141106215702,10.0.0.5,46568,10.0.0.6,5001,3,0.0-1.0,262144,2097152
20141106215703,10.0.0.5,46568,10.0.0.6,5001,3,1.0-2.0,262144,2097152
20141106215704,10.0.0.5,46568,10.0.0.6,5001,3,2.0-3.0,262144,2097152
20141106215705,10.0.0.5,46568,10.0.0.6,5001,3,3.0-4.0,262144,2097152
20141106215706,10.0.0.5,46568,10.0.0.6,5001,3,4.0-5.0,262144,2097152
20141106215707,10.0.0.5,46568,10.0.0.6,5001,3,5.0-6.0,262144,2097152
20141106215708,10.0.0.5,46568,10.0.0.6,5001,3,6.0-7.0,524288,4194304
20141106215709,10.0.0.5,46568,10.0.0.6,5001,3,7.0-8.0,262144,2097152
20141106215711,10.0.0.5,46568,10.0.0.6,5001,3,8.0-9.0,524288,4194304
20141106215711,10.0.0.5,46568,10.0.0.6,5001,3,9.0-10.0,262144,2097152
20141106215713,10.0.0.5,46568,10.0.0.6,5001,3,10.0-11.0,524288,4194304
20141106215713,10.0.0.5,46568,10.0.0.6,5001,3,11.0-12.0,393216,3145728
20141106215714,10.0.0.5,46568,10.0.0.6,5001,3,12.0-13.0,262144,2097152
20141106215715,10.0.0.5,46568,10.0.0.6,5001,3,13.0-14.0,393216,3145728
20141106215717,10.0.0.5,46568,10.0.0.6,5001,3,14.0-15.0,393216,3145728
20141106215717,10.0.0.5,46568,10.0.0.6,5001,3,15.0-16.0,262144,2097152
20141106215718,10.0.0.5,46568,10.0.0.6,5001,3,16.0-17.0,393216,3145728
20141106215719,10.0.0.5,46568,10.0.0.6,5001,3,17.0-18.0,262144,2097152
20141106215720,10.0.0.5,46568,10.0.0.6,5001,3,18.0-19.0,393216,3145728
20141106215721,10.0.0.5,46568,10.0.0.6,5001,3,19.0-20.0,393216,3145728
20141106215722,10.0.0.5,46568,10.0.0.6,5001,3,20.0-21.0,393216,3145728
20141106215723,10.0.0.5,46568,10.0.0.6,5001,3,21.0-22.0,393216,3145728
20141106215724,10.0.0.5,46568,10.0.0.6,5001,3,22.0-23.0,393216,3145728
20141106215725,10.0.0.5,46568,10.0.0.6,5001,3,23.0-24.0,393216,3145728
20141106215726,10.0.0.5,46568,10.0.0.6,5001,3,24.0-25.0,393216,3145728
20141106215727,10.0.0.5,46568,10.0.0.6,5001,3,25.0-26.0,393216,3145728
20141106215728,10.0.0.5,46568,10.0.0.6,5001,3,26.0-27.0,524288,4194304
20141106215729,10.0.0.5,46568,10.0.0.6,5001,3,27.0-28.0,393216,3145728
20141106215730,10.0.0.5,46568,10.0.0.6,5001,3,28.0-29.0,393216,3145728
20141106215731,10.0.0.5,46568,10.0.0.6,5001,3,29.0-30.0,393216,3145728
20141106215731,10.0.0.5,46568,10.0.0.6,5001,3,0.0-30.3,11010048,2911191
